S10	S11	S12	S13	S13prime	S14	S15	S16	S17	S18	S19	S1	S20	S20prime	S21	S22	S23	S24	S25	S26	S27	S28	S29	S2	S30	S31	S32	S33	S34	S35	S36	S37	S38	S3	S4	S5	S6	S7	S8	S9	gene.names
6036	1529	1311	748	1031	641	224	309	129	121	182	4446	288	346	252	221	442	558	449	1265	464	428	710	10794	669	319	647	630	601	1097	819	11700	13923	6872	8195	8124	8798	3776	2938	2728	CAGL0M10241g
29	46	37	15	29	27	28	60	28	10	35	14	46	52	47	37	86	56	33	128	53	69	73	43	77	58	55	65	85	50	84	32	38	43	53	43	39	32	35	17	CAGL0M10263g
322	295	259	183	281	234	149	302	133	115	208	65	308	373	298	363	427	552	247	815	432	606	367	225	680	342	349	595	672	340	707	266	241	87	129	166	151	142	98	102	CAGL0M10285g
462	342	331	231	353	259	176	279	140	141	225	218	240	348	392	469	679	875	371	1114	649	732	581	530	1240	700	537	1027	937	661	895	698	796	321	452	407	509	256	197	179	CAGL0M10307g
1114	833	759	619	890	689	482	824	321	298	500	275	585	798	459	562	608	752	301	843	326	407	418	668	530	488	407	480	365	396	411	828	962	334	417	532	535	643	371	417	CAGL0M10329g
1548	2553	2224	1039	1498	1165	1411	2331	649	610	1731	129	2254	2843	1349	1469	3324	2372	1823	5159	1458	1506	2654	448	1968	2999	2175	1635	1329	2370	1494	1204	1368	211	278	321	351	1410	830	572	CAGL0M10351g
431	333	333	292	400	300	174	357	197	180	221	126	274	406	350	410	378	534	173	569	394	445	251	223	551	229	219	419	500	210	522	362	390	173	235	269	323	310	185	183	CAGL0M10373g
111	151	125	95	138	116	92	119	77	72	97	14	128	162	135	169	139	204	82	172	173	183	102	40	237	121	92	172	178	82	222	68	87	21	22	34	40	45	45	40	CAGL0M10395g
639	449	364	326	473	383	229	307	208	198	185	58	271	332	382	446	365	671	206	455	440	518	321	189	711	470	276	640	508	290	596	274	350	86	102	158	170	275	159	186	CAGL0M10417g
3064	4201	3391	2966	4277	3530	3112	4892	2771	2611	3521	200	4871	6161	4993	6081	7829	9153	4236	10863	5673	6622	6941	620	8343	8899	5358	6535	5086	5715	5170	1288	1042	394	640	689	755	1579	952	1014	CAGL0M10439g
429	364	400	195	319	223	228	362	137	110	266	116	322	366	259	368	498	537	245	806	396	398	393	230	568	443	331	514	523	393	606	345	367	188	254	260	291	286	194	162	CAGL0M10483g
461	358	320	204	289	211	222	298	123	109	201	124	272	356	220	317	447	507	235	669	360	444	307	257	607	382	340	453	534	331	588	374	419	170	207	278	278	318	205	171	CAGL0M10505g
401	156	111	126	171	136	95	127	61	59	132	605	189	248	247	280	449	685	305	889	681	679	555	1166	1043	404	436	887	1008	539	1355	1017	1482	687	802	722	826	242	209	187	CAGL0M10527g
3499	3687	2817	3044	3918	3247	3001	4959	3051	3025	4248	372	7274	9534	8736	10083	14382	20121	8864	15217	13220	14634	14768	2044	20349	18190	11041	15488	12821	10935	12299	3153	3251	1181	1345	1732	1760	2501	1193	1421	CAGL0M10549g
1684	1838	1696	1433	2386	1703	1620	2627	1429	1367	1971	193	2508	3302	3223	3599	3848	5704	2202	5981	3829	4092	3131	663	5016	3628	2440	4194	3479	2298	3485	839	818	394	598	613	723	923	559	683	CAGL0M10571g
458	318	291	297	385	272	185	295	158	124	193	106	257	353	279	278	276	414	145	283	208	260	184	324	351	225	182	258	234	151	261	451	505	135	172	240	249	234	127	163	CAGL0M10593g
3006	2006	1906	1391	1994	1433	888	1354	681	565	992	1020	1268	1640	1311	1362	1855	2318	889	2439	1508	1294	1222	2550	1949	1263	1232	1561	1290	1117	1250	3204	3347	1664	2195	2106	2536	1999	1216	1326	CAGL0M10615g
740	572	564	417	617	456	401	595	242	242	409	172	514	656	402	473	494	603	214	657	342	465	284	506	544	255	275	416	434	215	452	573	640	246	322	402	409	430	242	283	CAGL0M10637g
945	804	665	505	714	536	404	557	295	269	434	249	540	667	590	658	824	1091	446	1117	746	785	608	730	1164	763	615	941	832	651	898	873	930	373	475	513	566	564	372	400	CAGL0M10659g
129	63	66	54	64	42	51	77	33	22	65	118	89	94	107	106	161	216	104	289	181	203	147	242	324	182	147	314	255	174	379	276	311	150	185	187	230	102	68	66	CAGL0M10681g
1490	1203	978	772	1357	906	707	1083	593	537	766	174	1012	1237	1130	1253	1383	2013	784	1936	1346	1262	1134	573	1841	1332	888	1591	1235	878	1375	870	816	354	440	508	599	710	496	531	CAGL0M10703g
1109	856	816	642	950	673	455	796	441	342	544	205	744	963	927	853	1015	1478	512	1344	973	902	830	538	1251	1060	736	1039	849	660	976	800	705	361	475	542	592	632	380	433	CAGL0M10725g
467	448	390	256	393	285	302	454	206	214	390	166	528	596	583	551	944	1223	559	1613	909	1103	991	423	1461	1059	775	1253	1181	859	1539	589	686	263	363	361	366	308	206	199	CAGL0M10747g
1322	1084	949	738	1146	825	618	951	558	490	840	372	1158	1641	1274	1367	2118	2589	1251	3354	1705	1742	2084	1012	2661	2113	1833	1873	1692	1546	1702	1312	1493	612	846	840	972	787	504	597	CAGL0M10769g
738	1003	736	541	912	627	670	976	493	417	696	198	1018	1288	961	1202	1664	2056	863	2391	1398	1777	1468	535	2264	1602	1274	1643	1745	1130	1928	893	1001	282	350	459	429	710	354	295	CAGL0M10829g
554	567	420	320	454	308	279	374	211	139	288	148	368	477	345	409	613	722	335	836	493	552	534	474	925	707	453	729	595	439	645	603	603	287	414	409	417	446	205	246	CAGL0M10890g
189	85	100	74	106	96	54	121	60	45	79	96	102	125	143	156	198	367	164	555	332	372	261	171	545	379	217	480	466	260	700	167	229	78	119	120	147	73	67	60	CAGL0M10912g
892	793	540	612	801	645	547	754	407	385	584	254	732	930	756	815	849	1251	407	862	625	790	626	845	992	732	539	754	787	466	733	900	914	423	535	579	679	546	308	380	CAGL0M10934g
3069	2948	2621	1964	2808	2318	1636	2590	1384	1285	1780	255	2379	2993	2260	2691	3105	4032	1537	4082	2580	2816	2415	747	3703	3172	1836	3077	2426	1803	2070	1226	1113	512	689	812	828	1418	818	983	CAGL0M10956g
557	476	385	284	374	255	195	313	155	137	220	138	310	364	281	306	475	590	301	797	389	451	422	406	636	504	449	502	478	481	548	450	528	277	348	349	370	362	229	211	CAGL0M10978g
167	197	221	337	470	709	420	509	537	637	329	0	314	447	790	1182	665	1753	225	369	1149	1298	233	2	1823	554	101	1497	988	93	850	12	11	2	0	6	2	11	3	15	CAGL0M11000g
2	3	4	3	2	3	1	4	0	1	3	1	0	2	7	3	6	13	1	12	4	5	2	4	8	2	6	6	11	4	10	10	5	0	0	1	1	2	2	3	CAGL0M11044g
203	132	114	60	91	52	72	73	30	22	140	125	130	193	113	98	149	285	67	116	146	91	112	232	242	145	107	216	147	44	226	207	173	201	259	281	277	158	123	101	CAGL0M11066g
23	19	7	12	20	15	8	5	4	9	10	2	9	9	15	15	7	24	3	6	10	20	10	2	18	9	5	11	12	2	12	6	8	2	2	5	6	10	4	7	CAGL0M11088g
4436	2858	2700	2002	2529	2101	1550	2660	1126	933	1590	763	2105	2625	1852	2146	2905	3795	1497	4506	2158	2579	2320	2024	3735	2989	1959	3082	2644	2050	2632	2130	2119	1159	1412	1676	1853	2310	1355	1722	CAGL0M11104g
149	48	30	28	32	20	28	27	11	7	49	501	51	72	62	55	172	229	153	362	237	191	208	1373	392	202	202	293	238	288	286	1455	1717	685	1063	937	1089	193	141	125	CAGL0M11110g
490	93	75	95	116	59	51	71	51	56	112	1213	144	164	201	166	435	752	330	858	665	610	554	2599	1070	347	483	911	914	598	1274	2814	3638	1512	1898	1588	1861	311	280	274	CAGL0M11154g
256	158	181	113	180	86	77	141	77	56	109	180	152	165	230	217	286	510	215	540	359	297	259	379	418	288	249	340	294	288	341	441	463	212	313	282	359	210	152	136	CAGL0M11176g
157	112	82	63	86	58	41	76	41	40	54	106	103	96	88	101	168	234	111	261	179	181	188	288	247	175	175	209	244	195	222	388	423	191	231	222	261	140	98	85	CAGL0M11198g
810	584	569	458	739	549	326	517	298	305	365	117	531	621	625	687	716	1154	398	1077	780	926	625	294	1114	625	470	1018	1108	532	1127	457	425	172	282	288	311	389	235	319	CAGL0M11220g
766	530	488	414	555	403	314	495	188	161	292	171	389	484	256	271	328	368	136	558	206	237	238	400	251	226	183	233	187	192	236	490	466	221	237	364	355	430	229	311	CAGL0M11236g
3371	3032	3049	2433	3459	2651	2003	3160	1627	1425	2193	272	2809	3540	3006	3423	3768	5092	1843	4934	3071	2960	2765	949	4319	3503	2102	3487	2815	1942	2727	1626	1553	588	813	1015	1173	1780	1113	1156	CAGL0M11242g
282	181	126	123	183	123	99	150	85	81	148	120	199	271	230	262	363	520	264	547	399	452	342	402	599	355	291	521	476	331	609	473	457	231	299	324	336	192	130	130	CAGL0M11264g
224	113	85	81	133	88	48	99	45	43	71	149	108	151	111	116	126	208	91	195	132	160	132	422	195	150	120	176	168	136	179	423	448	198	249	345	353	145	85	101	CAGL0M11286g
1230	979	789	883	1139	958	626	1046	737	666	796	188	1076	1302	1619	1830	1740	3381	951	2473	2492	2909	1677	509	4116	2122	1332	3353	3257	1458	3606	532	511	294	399	410	439	573	351	429	CAGL0M11308g
332	281	265	194	275	190	210	289	147	140	228	71	339	402	332	352	464	615	240	669	468	544	363	141	697	497	341	565	536	289	464	246	230	97	125	131	149	157	119	117	CAGL0M11330g
1114	954	828	679	1022	727	562	770	500	369	703	249	936	1192	963	1018	1328	1951	715	1915	1210	1180	961	664	1654	1273	820	1297	1107	777	1082	975	975	413	491	583	650	609	408	463	CAGL0M11352g
1610	1225	1109	864	1348	993	717	1159	602	547	787	393	1088	1184	1126	1269	1632	2072	729	2225	1381	1719	1190	823	2223	1368	989	1740	1774	1070	1924	1104	1190	540	729	684	806	867	539	566	CAGL0M11374g
1525	1273	936	904	1293	1019	896	1327	720	670	966	385	1451	1619	1578	1834	2424	3016	1386	3383	2130	2440	2373	1245	3291	2332	1921	2689	2664	2226	2998	1683	1755	759	935	979	1106	876	527	554	CAGL0M11396g
418	357	345	228	348	238	234	395	200	176	291	151	385	567	459	518	700	904	429	1220	821	832	664	404	1086	729	598	1008	1008	623	1081	505	454	239	283	268	306	275	172	173	CAGL0M11418g
86	87	59	66	67	55	46	92	55	52	85	53	96	112	103	138	193	236	120	344	202	224	215	156	296	231	177	242	292	209	325	166	204	63	113	83	125	68	43	31	CAGL0M11440g
1108	852	632	644	774	662	413	651	355	353	523	202	786	1053	820	906	1283	1606	745	1595	1099	1281	1494	895	1834	1706	1197	1376	1295	1151	1294	1065	1145	474	635	843	784	957	464	565	CAGL0M11462g
140	120	106	87	77	73	59	102	55	26	99	52	131	159	102	102	250	227	134	416	145	171	285	170	251	308	225	189	174	241	182	168	172	103	150	176	178	113	52	68	CAGL0M11473g
5947	3748	3247	3416	5317	3656	1716	2692	1774	1643	2342	1322	2853	3531	4458	4182	4599	7674	2658	6486	5206	4512	4333	3394	7268	4471	3288	4892	4321	3620	5446	3055	4053	2361	2917	2707	2908	2969	1877	2349	CAGL0M11484g
779	655	574	366	616	348	343	523	258	198	494	362	509	733	553	618	894	1341	532	1378	1007	1003	760	962	1562	835	739	1329	1304	695	1356	1181	1368	510	668	693	755	610	343	373	CAGL0M11506g
241	214	188	180	260	151	160	217	108	107	177	60	227	304	244	301	361	610	191	471	477	572	262	137	624	414	228	626	564	248	622	194	207	85	104	114	124	118	82	103	CAGL0M11528g
264	198	168	94	146	94	119	109	51	37	123	180	146	206	139	123	316	335	136	322	288	281	243	448	473	289	209	376	368	237	452	576	542	289	346	342	396	266	191	129	CAGL0M11550g
442	308	339	165	229	161	161	230	96	72	180	128	237	321	196	203	371	414	205	524	298	275	306	337	445	414	340	406	319	288	325	460	479	216	316	287	382	302	241	212	CAGL0M11572g
302	170	185	152	179	146	103	167	92	77	157	117	223	269	224	267	388	589	219	590	433	527	328	315	685	332	319	549	625	295	702	394	381	173	241	232	291	172	148	143	CAGL0M11594g
853	181	205	137	221	131	237	365	199	147	361	554	445	595	610	566	1300	1764	884	2470	1572	1956	1422	1098	2778	1191	1084	2445	2471	1291	2916	897	1209	765	1037	780	933	345	312	373	CAGL0M11616g
45	51	36	14	13	15	14	27	2	6	35	73	51	34	27	35	124	159	96	227	161	162	143	209	284	167	149	221	181	164	259	294	257	63	131	111	145	47	55	32	CAGL0M11638g
262	3619	3675	117	171	130	2908	5399	241	152	4696	153	7732	10245	1220	969	11743	4988	8796	24061	4542	3616	13654	396	6882	15034	14290	6996	5493	15116	6476	12841	13425	106	82	128	185	3420	2967	176	CAGL0M11660g
886	864	918	505	728	557	532	1043	340	387	724	98	990	1361	816	976	1529	1544	830	2438	1273	1633	1157	155	1828	1212	1004	1618	1689	1058	1706	414	299	147	207	245	269	713	537	326	CAGL0M11682g
24295	21041	12872	20242	12698	19846	12524	19908	9355	8993	8811	1367	24057	35001	21397	24312	24117	33775	17329	27060	19159	27817	27900	9627	32524	46407	22247	25481	25542	23789	26359	13405	10261	6790	7902	9246	8972	19627	8157	10008	CAGL0M11704g
29855	27718	22284	20401	21223	20745	16325	23232	11055	9360	15636	7164	23976	35134	25069	23247	36487	46654	17580	31639	26771	25620	30997	28723	46830	60925	27656	37084	26732	31669	27259	32278	37492	16447	19114	21407	22178	22089	11663	12680	CAGL0M11726g
3271	2235	1838	1875	2842	2136	1241	1717	1299	1041	1228	465	1601	2137	2297	2678	2365	4361	1310	3256	3088	2999	2328	1396	4781	3494	2016	4131	3019	2006	3223	1892	1947	813	982	1289	1363	1551	955	1183	CAGL0M11748g
461	519	450	344	521	321	363	558	347	269	477	214	682	782	758	759	1111	1524	643	1623	1056	1327	901	486	1691	978	713	1354	1377	706	1500	608	695	344	352	396	438	339	214	227	CAGL0M11770g
1237	1163	1069	918	1328	1120	772	1142	675	676	813	92	1174	1420	1185	1407	1771	2408	968	2468	1489	1842	1462	321	2412	1980	1281	1794	1811	1176	1722	550	481	204	257	349	357	596	351	447	CAGL0M11792g
270	204	167	175	256	189	145	212	143	109	195	81	244	279	295	391	495	768	274	721	530	619	477	241	825	482	381	724	651	393	671	304	337	107	169	178	214	157	99	116	CAGL0M11814g
135	81	86	48	81	59	41	81	39	33	87	93	108	166	95	86	228	266	143	274	226	236	179	212	352	190	198	298	323	200	492	273	237	143	212	180	226	111	80	78	CAGL0M11836g
57	57	33	30	53	26	22	23	15	16	31	22	38	44	33	36	64	63	32	72	55	52	42	67	76	67	48	79	64	46	78	94	67	47	57	59	85	61	43	36	CAGL0M11858g
848	653	587	427	663	424	312	504	240	198	348	352	484	658	472	534	710	767	370	923	566	579	556	974	826	609	423	624	503	491	598	1077	1154	564	766	808	846	570	409	421	CAGL0M11880g
116	147	94	178	228	318	187	249	235	253	256	2	366	480	522	880	856	1613	557	1015	1172	1475	1051	8	2058	2084	662	2049	1520	850	1633	44	68	2	3	3	5	12	5	25	CAGL0M11902g
209	162	156	102	166	108	94	150	60	65	136	58	148	228	141	139	258	279	135	345	236	216	205	154	326	271	195	268	192	173	244	187	226	93	113	110	141	152	89	90	CAGL0M11924g
1574	1100	924	766	1087	832	517	750	421	366	538	413	753	972	791	823	865	1133	464	910	651	648	780	1338	1085	828	623	775	690	582	670	1607	1682	775	1096	1154	1226	1007	611	652	CAGL0M11946g
1028	919	753	538	759	609	508	735	384	347	622	275	797	959	750	898	1210	1436	675	1689	1032	1114	1093	796	1539	1313	1023	1238	1225	976	1481	994	991	464	562	638	704	683	474	390	CAGL0M11968g
1547	1519	1084	817	1286	856	1141	1619	735	532	1294	362	1808	2239	1648	1517	2208	3065	1147	3091	2259	2273	2204	1084	3470	4151	2060	3243	2922	1770	3069	1371	1557	795	1010	931	1113	926	604	585	CAGL0M11990g
38	28	30	25	17	20	12	28	11	10	18	5	30	23	30	40	21	44	14	41	35	37	16	30	67	36	27	52	55	18	49	21	18	19	29	22	29	20	8	22	CAGL0M12001g
867	784	594	612	946	698	551	839	453	356	534	176	663	815	547	596	482	710	263	577	401	450	378	633	654	552	308	592	465	311	511	659	795	302	302	435	459	440	227	303	CAGL0M12012g
61597	53813	47740	32871	46974	36663	41873	69902	25932	24977	51553	13727	69012	89639	54962	62340	118264	110673	74807	215943	84529	76208	124899	39040	117526	104884	109728	83828	73288	108855	67360	40763	45132	29029	34026	33814	36948	45373	25677	24990	CAGL0M12034g
0	2	0	0	1	3	0	1	2	0	0	0	1	1	2	3	2	4	0	3	2	1	3	0	6	0	1	4	3	2	3	1	0	0	0	0	1	1	1	0	CAGL0M12056g
2	3	3	0	5	0	0	1	1	4	0	1	1	2	7	10	2	16	5	0	6	15	1	5	8	1	1	13	21	0	26	6	6	6	14	7	12	1	2	6	CAGL0M12100g
651	141	127	87	111	67	64	69	44	17	98	889	98	127	131	109	248	436	234	527	370	278	388	2166	595	265	374	504	433	441	572	2509	2696	1433	1967	1791	2042	471	402	370	CAGL0M12122g
3021	1576	1312	1038	1555	1012	768	1068	622	501	898	1650	1180	1502	1295	1343	1894	2929	1195	2829	2170	1859	1897	4291	3196	1690	1639	2582	2236	2033	2722	5016	6051	2653	3578	3254	3567	1890	1267	1409	CAGL0M12144g
552	776	546	256	353	218	402	619	179	126	468	277	656	735	324	385	938	602	528	1503	400	467	869	624	595	922	775	514	527	772	589	778	811	641	722	762	795	690	442	272	CAGL0M12166g
2273	1895	1651	1270	1975	1524	1111	1641	952	878	1484	418	1730	2326	2242	2389	2826	4496	1662	4791	3030	2805	2805	1245	4958	3601	2625	4252	3072	2422	3341	2081	2295	876	946	940	1062	1275	715	847	CAGL0M12188g
391	394	291	221	316	226	175	282	119	98	197	138	250	376	237	223	352	407	180	611	292	304	283	330	425	341	253	325	297	243	314	467	598	259	277	224	288	300	170	162	CAGL0M12210g
311	271	275	188	255	209	216	256	98	93	225	113	266	334	187	195	329	319	154	492	180	216	232	288	275	291	223	241	236	235	237	433	506	190	193	203	212	219	132	130	CAGL0M12232g
615	493	433	366	597	409	291	535	255	263	347	128	474	524	494	622	688	819	320	771	562	649	418	285	850	456	371	659	699	453	835	414	489	215	261	252	334	324	242	227	CAGL0M12254g
394	330	289	254	394	295	223	349	186	163	271	71	353	452	443	432	524	700	250	710	520	638	421	241	783	464	369	686	698	324	734	359	399	134	201	173	220	207	149	165	CAGL0M12276g
1436	1325	1070	938	1518	1065	854	1368	737	667	850	255	1182	1537	1310	1442	1556	1991	791	2182	1249	1572	1214	664	1990	1226	1001	1636	1565	1056	1707	1015	1057	406	472	556	674	687	468	520	CAGL0M12298g
1524	1439	1283	853	1412	1008	826	1179	574	499	893	486	1265	1511	1099	1332	1840	2110	1067	2871	1405	1580	1921	1320	2293	2788	1744	1952	1709	1789	1878	2339	2689	780	893	1025	1094	1123	648	603	CAGL0M12320g
625	600	463	374	506	370	299	471	228	206	367	225	509	527	462	517	772	909	439	1095	662	723	595	504	999	694	474	827	754	522	892	749	703	336	432	452	521	458	349	279	CAGL0M12342g
2792	2309	1682	1410	1627	1297	609	867	430	392	532	847	628	838	925	822	1014	1544	472	947	854	796	716	3005	1292	721	605	933	762	560	782	3751	4273	1681	2579	2706	2862	2505	1256	1745	CAGL0M12386g
10337	2058	1876	1156	1249	935	192	221	96	87	159	5515	174	199	183	180	332	397	317	723	368	329	528	15509	642	358	402	549	622	927	916	15798	17377	9827	11898	11883	12543	5017	3983	4241	CAGL0M12408g
7232	5691	4951	3145	4129	3121	3601	5838	2086	1777	5034	1955	6868	9794	5974	5995	14364	15720	10069	23973	12257	9822	14344	5534	17688	12023	13764	13836	11639	14614	11966	10826	10768	4601	5234	4943	5522	7510	4201	3592	CAGL0M12430g
6	3	4	6	3	2	4	2	1	6	3	7	4	4	6	4	8	11	5	14	15	8	5	12	16	5	5	10	11	8	12	13	6	8	4	11	10	4	1	8	CAGL0M12452g
330	391	251	303	356	334	203	307	215	175	217	8	277	383	362	474	444	874	233	492	604	802	440	31	1151	797	318	824	721	298	779	142	121	12	8	23	17	127	69	98	CAGL0M12474g
536	261	128	320	331	357	149	219	178	190	134	125	236	289	483	474	334	869	259	490	604	705	611	645	1280	610	449	935	908	546	1000	780	861	344	552	545	603	318	165	258	CAGL0M12496g
576	1079	576	880	877	1168	1159	1641	834	666	885	1	1784	2518	1567	1734	2383	2515	1213	1404	1343	1805	2226	16	2325	7415	1946	2183	1501	1527	1377	87	70	7	9	6	9	152	67	155	CAGL0M12551g
326	300	238	226	292	257	133	217	142	107	159	79	259	341	277	315	427	524	244	542	363	394	416	277	619	640	376	477	411	375	482	334	343	166	231	250	266	252	132	146	CAGL0M12573g
2871	2404	2357	1756	2491	2075	1453	2512	1368	1230	1640	289	2248	2992	2394	2734	3156	4531	1631	4623	2765	3020	2598	827	4293	3336	2037	3396	2650	1810	2434	1285	1350	501	679	859	851	1455	811	979	CAGL0M12595g
916	672	619	474	671	450	358	554	280	224	439	245	519	659	551	590	872	1193	478	1191	751	728	629	638	1055	766	630	903	815	641	833	812	837	366	492	543	627	537	366	423	CAGL0M12617g
254	126	124	64	121	80	56	115	63	53	110	273	138	178	152	141	275	436	216	527	370	374	339	663	562	296	304	508	414	338	564	688	869	377	451	423	496	166	109	132	CAGL0M12639g
61	67	43	55	49	37	44	42	32	18	46	30	48	48	56	80	117	137	52	116	84	80	77	66	123	106	63	106	71	66	61	75	90	28	21	45	49	39	21	29	CAGL0M12661g
977	847	758	551	862	587	473	773	424	357	603	296	794	958	766	880	1323	1557	703	1959	1061	1174	1253	789	1573	1229	960	1148	1098	1008	1170	1127	1191	469	620	696	737	638	401	410	CAGL0M12683g
1729	3634	3732	1051	1630	1096	2212	3382	674	512	2362	220	3155	4350	1251	1455	5007	2634	2781	7672	1702	1898	4211	577	2432	6138	3776	2110	1734	3523	1811	2059	2388	383	478	571	578	2382	1363	573	CAGL0M12705g
2075	1539	1137	1219	1587	1325	931	1573	673	593	1031	463	1248	1754	1022	1076	1062	1291	394	1076	679	645	594	1552	861	637	569	754	611	516	575	1767	1879	876	1006	1250	1310	1333	752	817	CAGL0M12727g
265	244	207	193	269	198	146	210	114	111	176	53	209	268	229	238	270	438	151	390	297	362	192	99	433	258	185	344	328	178	419	150	163	44	64	74	78	120	85	99	CAGL0M12749g
65	51	46	34	38	40	19	46	20	9	19	7	30	32	38	30	35	47	24	44	53	72	24	16	137	31	15	157	138	29	197	9	2	15	32	20	32	49	26	32	CAGL0M12771g
222	373	313	206	292	218	541	921	259	239	969	21	1311	1725	731	792	2452	2287	1559	4304	2143	2332	2685	64	3832	4977	2407	4561	3384	2464	4597	111	106	47	44	74	57	130	68	76	CAGL0M12793g
10	9	10	6	7	12	5	19	13	5	27	1	23	25	20	22	50	50	39	115	81	76	60	4	217	86	58	228	232	109	424	9	6	1	0	2	3	4	6	4	CAGL0M12815g
4041	3871	3304	1889	2905	1914	1787	2505	975	856	2611	1362	2821	3564	2438	2196	4941	5063	3050	7830	3450	2536	4747	3724	5272	4927	4358	4509	3228	4735	3814	4064	4396	2238	2926	3016	3340	3345	2105	1726	CAGL0M12837g
4541	4082	3271	2382	3781	2994	2305	3386	1790	1596	2338	675	3190	3842	3274	3683	4581	5857	2263	5983	3756	4202	3755	1832	5986	4622	2819	4792	4117	2757	4256	2677	2661	1153	1353	1758	2032	2793	1612	1786	CAGL0M12859g
408	383	389	249	371	240	333	500	282	275	608	746	697	904	980	998	1714	2785	1316	3520	2591	2065	1983	2001	3568	1574	1713	3143	2520	2162	3098	4637	8411	3827	3913	886	1184	447	384	205	CAGL0M12881g
2719	2144	1981	1503	2312	1600	1032	1624	893	795	1071	599	1380	1711	1425	1531	1624	2441	830	2186	1472	1447	1104	1392	1847	1451	1062	1706	1287	907	1421	1697	1706	824	1095	1249	1356	1500	982	976	CAGL0M12903g
537	621	502	326	455	330	406	716	258	230	570	64	841	1110	544	628	1603	1190	1304	3317	837	918	2248	351	1504	2301	1742	1130	1042	2024	1027	599	709	169	239	311	278	444	321	269	CAGL0M12925g
553	2605	1101	671	956	568	1239	1033	524	413	901	227	995	1351	1006	1006	1716	2110	967	2639	1258	1457	1410	380	1918	1919	1009	1795	1355	1039	1349	356	307	562	295	183	222	1684	351	277	CAGL0M12947g
